month,App Development,Audio and Visual,Beta Testing,Bug Reporting,Compatibility Issues,Control Issues,Controller,Cross-platform,Customization,Cybersickness,Educational Use,Environment & Interface.,Game Elements,Graphics Optimization,Hardware Optimization,Horror Game,IOS Development,Implementation Challenges,Input Methods,Installation and Setup,Interaction Mechanics,Layout Challenges,Multiplayer,Object Tracking,Parallel Rendering,Physics & Hardware,Player Interaction,Rendering Issues,Safety,Server Management,Streaming and Mapping,Support Challenges,Technical Challenges,Testing Requirements,Tools Limitation,Troubleshooting,UE Issues
2015-06,0.021548117154811714,0.013807531380753139,0.01882845188284519,0.040376569037656906,0.022384937238493725,0.01506276150627615,0.017364016736401675,0.05439330543933055,0.05083682008368201,0.024686192468619247,0.032426778242677826,0.02510460251046025,0.02405857740585774,0.02803347280334728,0.024267782426778243,0.02384937238493724,0.019456066945606695,0.06548117154811715,0.03200836820083682,0.022594142259414227,0.018619246861924687,0.03577405857740586,0.013389121338912133,0.021338912133891212,0.0200836820083682,0.025313807531380753,0.010251046025104602,0.024686192468619247,0.02594142259414226,0.021548117154811714,0.037238493723849374,0.022175732217573223,0.021338912133891212,0.03200836820083682,0.03368200836820084,0.03347280334728033,0.026569037656903764
2015-07,0.03243470935130581,0.02864363942712721,0.014321819713563605,0.04380791912384162,0.018534119629317607,0.02443133951137321,0.02106149957877001,0.04254422914911542,0.05981465880370682,0.02611625947767481,0.03327716933445661,0.019797809604043808,0.02232518955349621,0.02274641954507161,0.020640269587194608,0.02948609941027801,0.02401010951979781,0.03411962931760741,0.031171019376579612,0.02274641954507161,0.02316764953664701,0.03243470935130581,0.012636899747262006,0.019376579612468407,0.02653748946925021,0.019797809604043808,0.018955349620893007,0.02443133951137321,0.02611625947767481,0.03243470935130581,0.03327716933445661,0.02274641954507161,0.010530749789385004,0.02358887952822241,0.03580454928390901,0.03706823925863521,0.02906486941870261
2015-08,0.039423805913570885,0.016679302501895376,0.021986353297952996,0.0420773313115997,0.02084912812736922,0.017058377558756634,0.019332827899924184,0.0511751326762699,0.056103108415466264,0.016300227445034118,0.04245640636846096,0.027293404094010616,0.02350265352539803,0.032600454890068235,0.014404852160727824,0.019711902956785442,0.015163002274450341,0.05913570887035633,0.028051554207733132,0.02312357846853677,0.019332827899924184,0.030326004548900682,0.016300227445034118,0.015163002274450341,0.014783927217589083,0.02122820318423048,0.013267626990144048,0.026914329037149357,0.032600454890068235,0.023881728582259287,0.0356330553449583,0.01781652767247915,0.014404852160727824,0.021607278241091737,0.0420773313115997,0.03866565579984837,0.029567854435178165
2015-09,0.03260869565217391,0.021739130434782608,0.015367316341829085,0.03673163418290855,0.024737631184407798,0.022113943028485756,0.022863568215892055,0.041604197901049474,0.06559220389805097,0.026611694152923537,0.0341079460269865,0.020614692653673165,0.022113943028485756,0.025112443778110945,0.024737631184407798,0.026986506746626688,0.021739130434782608,0.04460269865067466,0.03223388305847077,0.025112443778110945,0.018740629685157422,0.03298350824587706,0.014992503748125937,0.016116941529235384,0.018740629685157422,0.018365817091454274,0.014992503748125937,0.020239880059970013,0.03335832083958021,0.030359820089955022,0.03335832083958021,0.020614692653673165,0.019865067466266866,0.02361319340329835,0.034482758620689655,0.03110944527736132,0.03073463268365817
2015-10,0.0267639902676399,0.019870235198702353,0.01662611516626115,0.0373073803730738,0.025547445255474453,0.021492295214922953,0.02473641524736415,0.0413625304136253,0.05596107055961071,0.03203568532035685,0.032846715328467155,0.021897810218978103,0.030819140308191405,0.034874290348742905,0.019870235198702353,0.02879156528791565,0.0202757502027575,0.046228710462287104,0.032846715328467155,0.021492295214922953,0.021086780210867802,0.028386050283860504,0.01662611516626115,0.015004055150040552,0.019059205190592052,0.021086780210867802,0.012976480129764802,0.021086780210867802,0.030413625304136254,0.031224655312246552,0.031630170316301706,0.021086780210867802,0.015409570154095702,0.022303325223033254,0.03852392538523925,0.036901865369018655,0.025547445255474453
2015-11,0.03335097935415564,0.02223398623610376,0.019587083112758072,0.039174166225516144,0.018528321863419798,0.019587083112758072,0.022763366860772894,0.03864478560084701,0.05399682371625199,0.02382212811011117,0.03070407623080995,0.022763366860772894,0.02593965060878772,0.02382212811011117,0.02223398623610376,0.022763366860772894,0.021175224986765485,0.03440974060349391,0.03970354685018528,0.03229221810481736,0.01641079936474325,0.03070407623080995,0.008999470619375331,0.02011646373742721,0.024351508734780307,0.028057173107464268,0.018528321863419798,0.028586553732133403,0.03176283748014823,0.030174695606140816,0.03176283748014823,0.024880889359449446,0.017469560614081524,0.02223398623610376,0.037056643726839596,0.036527263102170464,0.024880889359449446
2015-12,0.03399581589958159,0.02510460251046025,0.018305439330543932,0.05753138075313807,0.0198744769874477,0.017259414225941423,0.019351464435146442,0.04707112970711297,0.06276150627615062,0.017259414225941423,0.04602510460251046,0.01778242677824268,0.02301255230125523,0.030334728033472803,0.013598326359832637,0.017259414225941423,0.020397489539748955,0.049686192468619245,0.032426778242677826,0.021443514644351465,0.01882845188284519,0.03556485355648536,0.010983263598326359,0.019351464435146442,0.015690376569037656,0.02092050209205021,0.015690376569037656,0.027196652719665274,0.028765690376569036,0.03190376569037657,0.028242677824267783,0.020397489539748955,0.025627615062761507,0.01882845188284519,0.03608786610878661,0.027196652719665274,0.028242677824267783
2016-01,0.027044091339576977,0.008102704409133958,0.019257076712617067,0.04230243081132274,0.02030937598653057,0.019993686204356518,0.014521729980006315,0.038514153425234135,0.0491423760917605,0.025886562138272125,0.036935704514363885,0.023781963590445123,0.016415868673050615,0.018415237293486268,0.015363569399137115,0.026833631484794274,0.029464379669578027,0.08018520467220877,0.02967483952436073,0.024518573082184573,0.01988845627696517,0.04524886877828054,0.00947069346522151,0.03272650741870988,0.017152478164790066,0.027254551194359676,0.01010207302956961,0.03083236872566558,0.03251604756392718,0.024308113227401874,0.035357255603493634,0.015574029253919815,0.025781332210880775,0.026202251920446173,0.026097021993054824,0.027885930758707777,0.026938861412185624
2016-02,0.03179604697794328,0.0097393297049556,0.017473503294185046,0.05156115726152965,0.01833285591521054,0.019765110283586365,0.018046405041535377,0.04124892580922372,0.054425665998281296,0.023775422515038672,0.03924376969349756,0.016614150673159554,0.02205671727298768,0.025207676883414496,0.01632769979948439,0.021770266399312517,0.019765110283586365,0.06359209395588657,0.028931538241191636,0.024348324262389,0.024348324262389,0.03265539959896878,0.008020624462904613,0.02234316814666285,0.02234316814666285,0.031223145230592952,0.012603838441707248,0.02807218562016614,0.03208249785161845,0.021483815525637353,0.03322830134631911,0.023775422515038672,0.027785734746490976,0.031223145230592952,0.03351475221999427,0.02492122600973933,0.026353480378115152
2016-03,0.027995520716685332,0.017357222844344905,0.017357222844344905,0.04647256438969765,0.025195968645016796,0.019036954087346025,0.026875699888017916,0.0509518477043673,0.06550951847704367,0.024076147816349383,0.0425531914893617,0.022396416573348264,0.032474804031354984,0.027995520716685332,0.021836506159014557,0.021836506159014557,0.023516237402015677,0.023516237402015677,0.03135498320268757,0.022396416573348264,0.025755879059350503,0.02855543113101904,0.008958566629339306,0.011198208286674132,0.020156774916013438,0.022396416573348264,0.01959686450167973,0.021836506159014557,0.037513997760358346,0.03135498320268757,0.02967525195968645,0.023516237402015677,0.026875699888017916,0.01959686450167973,0.01791713325867861,0.03135498320268757,0.03303471444568869
